x,y
4823,6543
4824,2230
4824,5979
4827,3024
4827,5185
4828,4100
4828,4109
4829,2020
4829,6189
4830,2748
4830,5461
4832,353
4832,7856
4834,2722
4834,5487
4836,3248
4836,4961
4837,2704
4837,5505
4840,2866
4840,5343
4841,366
4841,7843
4844,2984
4844,5225
4845,957
4845,7252
4846,883
4846,7326
4848,3147
4848,5062
4849,2667
4849,5542
4855,38
4855,8171
4857,1684
4857,6525
4860,1013
4860,7196
4861,1793
4861,6416
4862,253
4862,7956
4864,1721
4864,6488
4865,2093
4865,6116
4866,2080
4866,6129
4867,580
4867,7629
4868,1758
4868,6451
4869,3983
4869,4226
4871,3435
4871,4774
4875,585
4875,7624
4876,3866
4876,4343
4877,2418
4877,5791
4880,1506
4880,6703
4881,1401
4881,6808
4883,604
4883,7605
4886,1290
4886,6919
4887,4064
4887,4145
4888,3600
4888,4609
4889,2201
4889,6008
4890,1489
4890,6720
4893,3126
4893,5083
4897,84
4897,8125
4899,3275
4899,4934
4900,2298
4900,5911
4901,772
4901,7437
4902,1581
4902,6628
4903,2038
4903,6171
4908,2637
4908,5572
4909,2671
4909,5538
4910,1650
4910,6559
4911,2782
4911,5427
4912,517
4912,7692
4920,2548
4920,5661
4922,3159
4922,5050
4924,3167
4924,5042
4925,3187
4925,5022
4927,2247
4927,5962
4928,3322
4928,4887
4929,2841
4929,5368
4931,1913
4931,6296
4939,1172
4939,7037
4940,1789
4940,6420
4942,1928
4942,6281
4943,3550
4943,4659
4944,3550
4944,4659
4946,1683
4946,6526
4947,2739
4947,5470
4948,1927
4948,6282
4954,3197
4954,5012
4955,4074
4955,4135
4956,636
4956,7573
4958,634
4958,7575
4962,579
4962,7630
4964,3860
4964,4349
4967,301
4967,7908
4968,127
4968,8082
4975,1492
4975,6717
4978,3696
4978,4513
4979,915
4979,7294
4981,2429
4981,5780
4985,3708
4985,4501
4986,3493
4986,4716
4989,1609
4989,6600
4990,1158
4990,7051
4995,2072
4995,6137
4996,1268
4996,6941
4998,867
4998,7342
4999,2114
4999,6095
5000,2736
5000,5473
5001,725
5001,7484
5005,1407
5005,6802
5007,2920
5007,5289
5010,1469
5010,6740
5011,2988
5011,5221
5012,2954
5012,5255
5017,3059
5017,5150
5019,3855
5019,4354
5020,3488
5020,4721
5022,264
5022,7945
5024,233
5024,7976
5025,4017
5025,4192
5030,3648
5030,4561
5031,553
5031,7656
5034,2767
5034,5442
5035,231
5035,7978
5038,615
5038,7594
5039,1763
5039,6446
5040,3180
5040,5029
5041,218
5041,7991
5044,1152
5044,7057
5047,2313
5047,5896
5048,2636
5048,5573
5049,3254
5049,4955
5050,747
5050,7462
5056,2634
5056,5575
5058,121
5058,8088
5059,1785
5059,6424
5062,4032
5062,4177
5063,3440
5063,4769
5064,3343
5064,4866
5065,1924
5065,6285
5068,3946
5068,4263
5071,12
5071,8197
5072,3781
5072,4428
5073,518
5073,7691
5074,3270
5074,4939
5075,3366
5075,4843
5076,961
5076,7248
5077,618
5077,7591
5078,187
5078,8022
5079,2995
5079,5214
5084,2128
5084,6081
5085,2323
5085,5886
5086,4011
5086,4198
5087,2709
5087,5500
5088,3124
5088,5085
5089,2565
5089,5644
5090,2230
5090,5979
5091,3036
5091,5173
5092,1677
5092,6532
5093,2671
5093,5538
5096,535
5096,7674
5097,3257
5097,4952
5098,3460
5098,4749
5100,1032
5100,7177
5101,3739
5101,4470
5102,3462
5102,4747
5103,3608
5103,4601
5106,1476
5106,6733
5107,3877
5107,4332
5108,3908
5108,4301
5109,1055
5109,7154
5112,1739
5112,6470
5114,889
5114,7320
5116,3876
5116,4333
5117,2428
5117,5781
5118,659
5118,7550
5120,3525
5120,4684
5121,3347
5121,4862
5123,4009
5123,4200
5125,1164
5125,7045
5127,3377
5127,4832
5130,3035
5130,5174
5133,3217
5133,4992
5135,1255
5135,6954
5139,2631
5139,5578
5140,3955
5140,4254
5142,1069
5142,7140
5144,1839
5144,6370
5145,2706
5145,5503
5147,998
5147,7211
5148,3980
5148,4229
5154,2198
5154,6011
5155,1835
5155,6374
5157,393
5157,7816
5160,15
5160,8194
5162,3646
5162,4563
5164,3116
5164,5093
5166,2762
5166,5447
5168,2607
5168,5602
5171,2984
5171,5225
5172,1820
5172,6389
5175,991
5175,7218
5176,999
5176,7210
5179,1879
5179,6330
5185,1058
5185,7151
5187,1429
5187,6780
5190,3704
5190,4505
5191,3967
5191,4242
5193,2245
5193,5964
5195,1981
5195,6228
5196,253
5196,7956
5197,2978
5197,5231
5199,2476
5199,5733
5201,3134
5201,5075
5202,2858
5202,5351
5203,2897
5203,5312
5204,818
5204,7391
5205,2039
5205,6170
5206,1950
5206,6259
5207,799
5207,7410
5208,1332
5208,6877
5209,568
5209,7641
5210,408
5210,7801
5211,3828
5211,4381
5212,1630
5212,6579
5214,1129
5214,7080
5216,3144
5216,5065
5218,2946
5218,5263
5220,2578
5220,5631
5221,3512
5221,4697
5222,1030
5222,7179
5223,1008
5223,7201
5224,1593
5224,6616
5227,30
5227,8179
5228,2204
5228,6005
5229,162
5229,8047
5230,1104
5230,7105
5231,1694
5231,6515
5232,687
5232,7522
5235,3841
5235,4368
5236,3541
5236,4668
5237,2963
5237,5246
5240,1457
5240,6752
5244,4055
5244,4154
5245,150
5245,8059
5247,3190
5247,5019
5248,2419
5248,5790
5249,724
5249,7485
5250,1488
5250,6721
5254,2019
5254,6190
5258,1255
5258,6954
5260,2811
5260,5398
5264,1954
5264,6255
5267,1065
5267,7144
5268,530
5268,7679
5271,320
5271,7889
5273,3507
5273,4702
5274,3823
5274,4386
5275,1399
5275,6810
5278,1173
5278,7036
5280,3081
5280,5128
5282,3928
5282,4281
5283,852
5283,7357
5287,2722
5287,5487
5291,171
5291,8038
5292,3962
5292,4247
5298,3105
5298,5104
5300,2446
5300,5763
5306,3845
5306,4364
5310,1629
5310,6580
5311,193
5311,8016
5312,3231
5312,4978
5315,2035
5315,6174
5317,3006
5317,5203
5318,3238
5318,4971
5321,1265
5321,6944
5326,2163
5326,6046
5332,2874
5332,5335
5334,218
5334,7991
5336,2763
5336,5446
5339,1907
5339,6302
5341,2203
5341,6006
5342,3282
5342,4927
5343,3345
5343,4864
5346,725
5346,7484
5347,2808
5347,5401
5353,3852
5353,4357
5358,2048
5358,6161
5359,438
5359,7771
5365,981
5365,7228
5366,942
5366,7267
5367,404
5367,7805
5368,3392
5368,4817
5376,2168
5376,6041
5379,2075
5379,6134
5380,3322
5380,4887
5381,3082
5381,5127
5383,466
5383,7743
5386,1564
5386,6645
5387,3000
5387,5209
5390,3090
5390,5119
5391,856
5391,7353
5392,3824
5392,4385
5395,3050
5395,5159
5396,2236
5396,5973
5398,1847
5398,6362
5400,2243
5400,5966
5403,2403
5403,5806
5404,433
5404,7776
5405,964
5405,7245
5406,699
5406,7510
5408,7
5408,8202
5409,3695
5409,4514
5410,3891
5410,4318
5411,56
5411,8153
5412,2391
5412,5818
5416,31
5416,8178
5417,1773
5417,6436
5418,1343
5418,6866
5419,3853
5419,4356
5421,2969
5421,5240
5422,1988
5422,6221
5424,3780
5424,4429
5426,2019
5426,6190
5428,986
5428,7223
5429,3946
5429,4263
5430,801
5430,7408
5431,212
5431,7997
5432,1900
5432,6309
5434,1456
5434,6753
5437,3341
5437,4868
5442,3727
5442,4482
5443,2651
5443,5558
5445,19
5445,8190
5446,3456
5446,4753
5447,1281
5447,6928
5452,3262
5452,4947
5456,57
5456,8152
5457,801
5457,7408
5463,3578
5463,4631
5464,1562
5464,6647
5466,3300
5466,4909
5467,1129
5467,7080
5468,2042
5468,6167
5469,391
5469,7818
5470,3725
5470,4484
5475,2444
5475,5765
5476,2762
5476,5447
5479,1314
5479,6895
5487,2458
5487,5751
5488,1834
5488,6375
5490,47
5490,8162
5493,2369
5493,5840
5494,475
5494,7734
5496,514
5496,7695
5497,2593
5497,5616
5498,984
5498,7225
5501,3245
5501,4964
5502,2132
5502,6077
5503,149
5503,8060
5504,3924
5504,4285
5505,1510
5505,6699
5509,2986
5509,5223
5511,3907
5511,4302
5512,2559
5512,5650
5513,2569
5513,5640
5514,1601
5514,6608
5516,4071
5516,4138
5519,3859
5519,4350
5520,517
5520,7692
5522,2089
5522,6120
5523,2335
5523,5874
5526,1246
5526,6963
5527,1435
5527,6774
5531,801
5531,7408
5539,3379
5539,4830
5541,978
5541,7231
5545,2233
5545,5976
5549,2590
5549,5619
5550,1985
5550,6224
5551,383
5551,7826
5552,757
5552,7452
5553,3483
5553,4726
5555,3751
5555,4458
5557,2584
5557,5625
5558,3819
5558,4390
5559,1005
5559,7204
5561,3340
5561,4869
5562,1234
5562,6975
5564,423
5564,7786
5565,838
5565,7371
5566,262
5566,7947
5567,45
5567,8164
5568,2328
5568,5881
5569,1722
5569,6487
5575,1685
5575,6524
5576,2625
5576,5584
5577,3303
5577,4906
5582,1436
5582,6773
5583,889
5583,7320
5584,1732
5584,6477
5585,3979
5585,4230
5586,2182
5586,6027
5588,2436
5588,5773
5589,1520
5589,6689
5591,1966
5591,6243
5595,2675
5595,5534
5598,782
5598,7427
5600,3745
5600,4464
5601,33
5601,8176
5603,592
5603,7617
5605,3331
5605,4878
5608,3856
5608,4353
5611,2322
5611,5887
5612,2924
5612,5285
5613,1422
5613,6787
5614,1644
5614,6565
5616,969
5616,7240
5618,2046
5618,6163
5621,711
5621,7498
5623,42
5623,8167
5624,1606
5624,6603
5625,1929
5625,6280
5627,2635
5627,5574
5629,382
5629,7827
5630,247
5630,7962
5632,1500
5632,6709
5634,3008
5634,5201
5638,85
5638,8124
5640,2996
5640,5213
5641,2141
5641,6068
5643,1687
5643,6522
5646,1095
5646,7114
5647,2424
5647,5785
5648,3076
5648,5133
5649,3295
5649,4914
5651,1663
5651,6546
5661,1144
5661,7065
5662,4049
5662,4160
5663,2947
5663,5262
5664,2855
5664,5354
5666,2815
5666,5394
5672,2839
5672,5370
5674,3337
5674,4872
5676,2383
5676,5826
5677,3452
5677,4757
5678,1082
5678,7127
5684,1048
5684,7161
5686,406
5686,7803
5688,181
5688,8028
5690,2840
5690,5369
5692,740
5692,7469
5695,1125
5695,7084
5696,915
5696,7294
5697,634
5697,7575
5698,3999
5698,4210
5699,3479
5699,4730
5700,3335
5700,4874
5701,2687
5701,5522
5702,1842
5702,6367
5703,3542
5703,4667
5704,389
5704,7820
5708,700
5708,7509
5711,1503
5711,6706
5713,3664
5713,4545
5714,1416
5714,6793
5716,3459
5716,4750
5717,2588
5717,5621
5718,3548
5718,4661
5719,2662
5719,5547
5720,3287
5720,4922
5721,889
5721,7320
5723,2123
5723,6086
5724,3497
5724,4712
5725,3003
5725,5206
5727,746
5727,7463
5728,3183
5728,5026
5729,2899
5729,5310
5730,1267
5730,6942
5732,2215
5732,5994
5733,3495
5733,4714
5734,1214
5734,6995
5737,1129
5737,7080
5738,2019
5738,6190
5743,915
5743,7294
5744,3769
5744,4440
5745,3215
5745,4994
5746,2832
5746,5377
5747,3253
5747,4956
5751,2282
5751,5927
5752,1465
5752,6744
5761,4029
5761,4180
5763,634
5763,7575
5764,3768
5764,4441
5765,3872
5765,4337
5766,465
5766,7744
5768,647
5768,7562
5771,2405
5771,5804
5772,2875
5772,5334
5775,3965
5775,4244
5776,2762
5776,5447
5777,3539
5777,4670
5778,305
5778,7904
5779,4045
5779,4164
5781,3570
5781,4639
5782,1559
5782,6650
5785,2797
5785,5412
5787,3895
5787,4314
5790,3986
5790,4223
5793,825
5793,7384
5794,2470
5794,5739
5795,814
5795,7395
5796,1176
5796,7033
5797,2487
5797,5722
5799,3098
5799,5111
5800,1513
5800,6696
5801,3709
5801,4500
5809,3774
5809,4435
5813,1209
5813,7000
5814,407
5814,7802
5815,803
5815,7406
5823,214
5823,7995
5826,3196
5826,5013
5829,2330
5829,5879
5830,1119
5830,7090
5831,3590
5831,4619
5833,751
5833,7458
5834,2064
5834,6145
5839,2008
5839,6201
5840,2347
5840,5862
5841,3339
5841,4870
5842,3195
5842,5014
5843,3292
5843,4917
5846,348
5846,7861
5848,1772
5848,6437
5850,3890
5850,4319
5855,2628
5855,5581
5856,3353
5856,4856
5863,4002
5863,4207
5864,4025
5864,4184
5865,1998
5865,6211
5868,531
5868,7678
5870,2031
5870,6178
5871,1
5871,8208
5874,732
5874,7477
5877,1410
5877,6799
5880,1040
5880,7169
5882,3668
5882,4541
5883,2404
5883,5805
5889,215
5889,7994
5891,1875
5891,6334
5892,3258
5892,4951
5894,3519
5894,4690
5895,726
5895,7483
5897,1811
5897,6398
5898,1538
5898,6671
5899,1288
5899,6921
5901,2254
5901,5955
5902,3325
5902,4884
5904,2181
5904,6028
5905,1484
5905,6725
5906,3909
5906,4300
5908,2713
5908,5496
5914,1962
5914,6247
5915,3390
5915,4819
5918,3230
5918,4979
5920,3189
5920,5020
5921,3946
5921,4263
5926,3117
5926,5092
5928,4014
5928,4195
5931,113
5931,8096
5932,3418
5932,4791
5933,3813
5933,4396
5936,2060
5936,6149
5938,3071
5938,5138
5939,646
5939,7563
5941,1863
5941,6346
5942,1094
5942,7115
5944,3777
5944,4432
5945,4077
5945,4132
5949,367
5949,7842
5951,715
5951,7494
5952,2698
5952,5511
5953,913
5953,7296
5954,2412
5954,5797
5956,273
5956,7936
5957,398
5957,7811
5959,1004
5959,7205
5961,2270
5961,5939
5962,599
5962,7610
5963,4054
5963,4155
5974,2134
5974,6075
5975,2041
5975,6168
5982,1974
5982,6235
5985,868
5985,7341
5986,517
5986,7692
5987,549
5987,7660
5988,2993
5988,5216
5989,2171
5989,6038
5990,2143
5990,6066
5992,3639
5992,4570
5994,1345
5994,6864
5995,3398
5995,4811
5996,205
5996,8004
5997,785
5997,7424
5998,1696
5998,6513
6004,3734
6004,4475
6005,2235
6005,5974
6006,3830
6006,4379
6007,2613
6007,5596
6008,1153
6008,7056
6010,213
6010,7996
6012,645
6012,7564
6014,1428
6014,6781
6016,1394
6016,6815
6023,2500
6023,5709
6025,1255
6025,6954
6026,1888
6026,6321
6027,3969
6027,4240
6030,891
6030,7318
6031,2558
6031,5651
6033,2303
6033,5906
6035,1340
6035,6869
6037,2078
6037,6131
6038,1686
6038,6523
6040,3153
6040,5056
6042,1333
6042,6876
6043,218
6043,7991
6045,310
6045,7899
6046,49
6046,8160
6048,1972
6048,6237
6049,3213
6049,4996
6051,540
6051,7669
6059,3038
6059,5171
6061,1075
6061,7134
6065,992
6065,7217
6068,3682
6068,4527
6071,725
6071,7484
6072,3818
6072,4391
6073,3249
6073,4960
6075,484
6075,7725
6076,3043
6076,5166
6079,3939
6079,4270
6080,456
6080,7753
6083,1615
6083,6594
6087,2235
6087,5974
6090,1525
6090,6684
6091,1479
6091,6730
6092,315
6092,7894
6094,216
6094,7993
6096,860
6096,7349
6098,1179
6098,7030
6099,242
6099,7967
6100,107
6100,8102
6101,780
6101,7429
6102,3572
6102,4637
6103,1524
6103,6685
6104,1535
6104,6674
6105,2520
6105,5689
6106,358
6106,7851
6110,3322
6110,4887
6112,3682
6112,4527
6113,1754
6113,6455
6114,4025
6114,4184
6118,2328
6118,5881
6119,1230
6119,6979
6121,2514
6121,5695
6123,3795
6123,4414
6126,342
6126,7867
6127,2908
6127,5301
6130,2005
6130,6204
6131,430
6131,7779
6133,1231
6133,6978
6136,689
6136,7520
6138,1397
6138,6812
6142,2880
6142,5329
6143,2483
6143,5726
6145,236
6145,7973
6146,2730
6146,5479
6147,3663
6147,4546
6153,948
6153,7261
6157,962
6157,7247
6161,3425
6161,4784
6162,3667
6162,4542
6163,2795
6163,5414
6165,1369
6165,6840
6167,647
6167,7562
6168,911
6168,7298
6170,3346
6170,4863
6174,332
6174,7877
6176,398
6176,7811
6181,3225
6181,4984
6185,1213
6185,6996
6187,3985
6187,4224
6188,2875
6188,5334
6189,1480
6189,6729
6195,508
6195,7701
6196,3039
6196,5170
6197,1301
6197,6908
6199,223
6199,7986
6205,2209
6205,6000
6206,1111
6206,7098
6207,4079
6207,4130
6208,2138
6208,6071
6209,704
6209,7505
6210,500
6210,7709
6211,1868
6211,6341
6212,3110
6212,5099
6213,2718
6213,5491
6218,3398
6218,4811
6219,823
6219,7386
6221,2084
6221,6125
6224,1765
6224,6444
6230,243
6230,7966
6233,333
6233,7876
6236,2666
6236,5543
6238,161
6238,8048
6240,3363
6240,4846
6241,2909
6241,5300
6242,2023
6242,6186
6243,4086
6243,4123
6245,2577
6245,5632
6252,1089
6252,7120
6255,2721
6255,5488
6256,1737
6256,6472
6262,355
6262,7854
6265,2024
6265,6185
6267,2834
6267,5375
6270,3848
6270,4361
6273,2462
6273,5747
6274,908
6274,7301
6278,2360
6278,5849
6279,2196
6279,6013
6280,2340
6280,5869
6281,2382
6281,5827
6282,2324
6282,5885
6285,1949
6285,6260
6289,3040
6289,5169
6290,3992
6290,4217
6291,2372
6291,5837
6292,1259
6292,6950
6296,270
6296,7939
6297,2722
6297,5487
6299,1271
6299,6938
6300,3771
6300,4438
6301,771
6301,7438
6302,3215
6302,4994
6303,3930
6303,4279
6304,3683
6304,4526
6305,3450
6305,4759
6307,2564
6307,5645
6309,1168
6309,7041
6310,382
6310,7827
6311,621
6311,7588
6312,4012
6312,4197
6318,1730
6318,6479
6320,2780
6320,5429
6323,2653
6323,5556
6325,1923
6325,6286
6326,2680
6326,5529
6327,1249
6327,6960
6331,2707
6331,5502
6333,432
6333,7777
6336,1447
6336,6762
6339,3551
6339,4658
6345,560
6345,7649
6347,1803
6347,6406
6348,2220
6348,5989
6350,1803
6350,6406
6351,1419
6351,6790
6352,3400
6352,4809
6353,2364
6353,5845
6355,1643
6355,6566
6356,388
6356,7821
6357,1725
6357,6484
6360,253
6360,7956
6361,3807
6361,4402
6362,2751
6362,5458
6364,1420
6364,6789
6369,695
6369,7514
6370,1402
6370,6807
6374,1247
6374,6962
6376,2826
6376,5383
6377,1905
6377,6304
6378,2042
6378,6167
6379,63
6379,8146
6380,645
6380,7564
6382,4054
6382,4155
6387,2439
6387,5770
6388,2825
6388,5384
6389,2967
6389,5242
6391,3976
6391,4233
6392,362
6392,7847
6393,3221
6393,4988
6394,1151
6394,7058
6396,2293
6396,5916
6402,2990
6402,5219
6403,2984
6403,5225
6405,4059
6405,4150
6407,3658
6407,4551
6409,3553
6409,4656
6410,2685
6410,5524
6411,1050
6411,7159
6413,3906
6413,4303
6416,2671
6416,5538
6417,1203
6417,7006
6423,2012
6423,6197
6424,2787
6424,5422
6426,141
6426,8068
6429,415
6429,7794
6431,1817
6431,6392
6432,1480
6432,6729
6436,1465
6436,6744
6441,3747
6441,4462
6444,1411
6444,6798
6446,2338
6446,5871
6447,1404
6447,6805
6451,260
6451,7949
6452,2123
6452,6086
6453,3342
6453,4867
6454,1245
6454,6964
6457,1513
6457,6696
6460,1193
6460,7016
6463,3703
6463,4506
6464,349
6464,7860
6466,2431
6466,5778
6468,1943
6468,6266
6470,3699
6470,4510
6472,2213
6472,5996
6473,3952
6473,4257
6474,817
6474,7392
6477,2208
6477,6001
6480,406
6480,7803
6481,3469
6481,4740
6483,2527
6483,5682
6484,1960
6484,6249
6486,802
6486,7407
6488,1558
6488,6651
6489,169
6489,8040
6490,3303
6490,4906
6491,1659
6491,6550
6492,3371
6492,4838
6493,1164
6493,7045
6495,1331
6495,6878
6496,849
6496,7360
6497,1504
6497,6705
6499,603
6499,7606
6502,1779
6502,6430
6503,4088
6503,4121
6504,2230
6504,5979
6505,913
6505,7296
6506,3877
6506,4332
6507,4036
6507,4173
6508,2768
6508,5441
6511,4005
6511,4204
6512,488
6512,7721
6513,3503
6513,4706
6514,3534
6514,4675
6519,359
6519,7850
6521,4092
6521,4117
6522,3359
6522,4850
6523,659
6523,7550
6524,879
6524,7330
6528,2798
6528,5411
6530,3300
6530,4909
6531,3550
6531,4659
6533,2134
6533,6075
6534,2007
6534,6202
6535,3534
6535,4675
6537,720
6537,7489
6538,3183
6538,5026
6540,1904
6540,6305
6541,3425
6541,4784
6542,2851
6542,5358
6543,1057
6543,7152
6545,3824
6545,4385
6548,2619
6548,5590
6549,1243
6549,6966
6550,2764
6550,5445
6556,3817
6556,4392
6557,1334
6557,6875
6561,3733
6561,4476
6562,3794
6562,4415
6565,2775
6565,5434
6567,3738
6567,4471
6568,2610
6568,5599
6571,1863
6571,6346
6572,1615
6572,6594
6575,228
6575,7981
6576,3692
6576,4517
6581,2960
6581,5249
6583,3676
6583,4533
6584,2698
6584,5511
6585,316
6585,7893
6587,2805
6587,5404
6588,1614
6588,6595
6589,3544
6589,4665
6591,695
6591,7514
6595,2262
6595,5947
6597,3567
6597,4642
6598,1678
6598,6531
6601,2881
6601,5328
6602,3853
6602,4356
6604,1112
6604,7097
6607,3142
6607,5067
6609,1395
6609,6814
6611,2839
6611,5370
6612,611
6612,7598
6613,3469
6613,4740
6614,1416
6614,6793
6617,1269
6617,6940
6619,3454
6619,4755
6621,2543
6621,5666
6622,1044
6622,7165
6624,3684
6624,4525
6627,409
6627,7800
6630,1764
6630,6445
6632,3566
6632,4643
6633,802
6633,7407
6635,3453
6635,4756
6636,2490
6636,5719
6637,1987
6637,6222
6640,972
6640,7237
6641,1114
6641,7095
6642,3738
6642,4471
6647,1878
6647,6331
6648,1426
6648,6783
6649,2764
6649,5445
6650,4029
6650,4180
6651,1057
6651,7152
6659,871
6659,7338
6660,1633
6660,6576
6661,1433
6661,6776
6662,912
6662,7297
6664,3152
6664,5057
6667,43
6667,8166
6668,1818
6668,6391
6670,2443
6670,5766
6675,179
6675,8030
6678,1400
6678,6809
6680,729
6680,7480
6682,2002
6682,6207
6684,1419
6684,6790
6687,758
6687,7451
6688,3
6688,8206
6689,1322
6689,6887
6690,783
6690,7426
6693,662
6693,7547
6699,2739
6699,5470
6700,1296
6700,6913
6708,3250
6708,4959
6711,84
6711,8125
6712,3327
6712,4882
6714,737
6714,7472
6719,675
6719,7534
6722,3755
6722,4454
6724,3711
6724,4498
6725,747
6725,7462
6728,449
6728,7760
6731,2264
6731,5945
6732,3406
6732,4803
6734,3578
6734,4631
6737,2933
6737,5276
6738,2812
6738,5397
6739,368
6739,7841
6740,1550
6740,6659
6743,3778
6743,4431
6751,2689
6751,5520
6753,744
6753,7465
6754,991
6754,7218
6755,2543
6755,5666
6760,1504
6760,6705
6762,3378
6762,4831
6765,724
6765,7485
6768,1866
6768,6343
6769,248
6769,7961
6770,3325
6770,4884
6771,980
6771,7229
6773,765
6773,7444
6774,3958
6774,4251
6775,3327
6775,4882
6776,1674
6776,6535
6779,897
6779,7312
6780,1331
6780,6878
6782,304
6782,7905
6783,763
6783,7446
6785,3389
6785,4820
6786,73
6786,8136
6789,3345
6789,4864
6790,1100
6790,7109
6793,3747
6793,4462
6795,283
6795,7926
6798,1530
6798,6679
6803,1722
6803,6487
6804,2094
6804,6115
6809,2372
6809,5837
6811,3971
6811,4238
6814,3220
6814,4989
6816,617
6816,7592
6820,4083
6820,4126
6826,3263
6826,4946
6830,87
6830,8122
6831,3441
6831,4768
6832,2535
6832,5674
6833,47
6833,8162
6834,2376
6834,5833
6836,2124
6836,6085
6837,1985
6837,6224
6839,1452
6839,6757
6843,379
6843,7830
6844,2721
6844,5488
6847,2131
6847,6078
6848,3585
6848,4624
6849,1656
6849,6553
6850,1829
6850,6380
6851,3283
6851,4926
6852,2860
6852,5349
6854,3281
6854,4928
6855,3741
6855,4468
6856,837
6856,7372
6858,3291
6858,4918
6861,1353
6861,6856
6863,1952
6863,6257
6866,15
6866,8194
6868,1111
6868,7098
6869,513
6869,7696
6871,2981
6871,5228
6873,888
6873,7321
6876,2083
6876,6126
6879,408
6879,7801
6882,1320
6882,6889
6883,2642
6883,5567
6888,2483
6888,5726
6893,3236
6893,4973
6894,3667
6894,4542
6898,3406
6898,4803
6899,4081
6899,4128
6901,1282
6901,6927
6905,1411
6905,6798
6908,333
6908,7876
6909,2876
6909,5333
6910,1032
6910,7177
6914,2281
6914,5928
6916,3100
6916,5109
6918,639
6918,7570
6919,262
6919,7947
6922,1694
6922,6515
6925,546
6925,7663
6928,3084
6928,5125
6929,2402
6929,5807
6930,1717
6930,6492
6933,847
6933,7362
6936,437
6936,7772
6937,566
6937,7643
6940,1463
6940,6746
6942,1167
6942,7042
6943,860
6943,7349
6946,1593
6946,6616
6951,3957
6951,4252
6952,3629
6952,4580
6954,1967
6954,6242
6956,216
6956,7993
6960,108
6960,8101
6964,1880
6964,6329
6965,1555
6965,6654
6966,485
6966,7724
6967,3432
6967,4777
6968,3229
6968,4980
6969,3022
6969,5187
6970,300
6970,7909
6971,618
6971,7591
6972,2406
6972,5803
6974,4088
6974,4121
6979,675
6979,7534
6984,4014
6984,4195
6985,2701
6985,5508
6987,2715
6987,5494
6988,2738
6988,5471
6990,29
6990,8180
6991,1665
6991,6544
6994,3272
6994,4937
6998,2167
6998,6042
6999,1324
6999,6885
7000,3418
7000,4791
7004,3524
7004,4685
7006,228
7006,7981
7007,3608
7007,4601
7009,2626
7009,5583
7010,2852
7010,5357
7011,1156
7011,7053
7013,2443
7013,5766
7015,3040
7015,5169
7016,1348
7016,6861
7017,3488
7017,4721
7018,3314
7018,4895
7020,4007
7020,4202
7021,3589
7021,4620
7023,1941
7023,6268
7024,2734
7024,5475
7025,482
7025,7727
7028,331
7028,7878
7029,1836
7029,6373
7033,3937
7033,4272
7036,2970
7036,5239
7044,4074
7044,4135
7046,1975
7046,6234
7049,101
7049,8108
7051,2148
7051,6061
7055,1893
7055,6316
7056,3212
7056,4997
7057,1436
7057,6773
7060,2774
7060,5435
7062,918
7062,7291
7065,1570
7065,6639
7068,355
7068,7854
7069,824
7069,7385
7070,3046
7070,5163
7071,1524
7071,6685
7073,2419
7073,5790
7076,1265
7076,6944
7077,73
7077,8136
7078,1531
7078,6678
7079,2681
7079,5528
7083,3618
7083,4591
7085,3064
7085,5145
7088,93
7088,8116
7093,2167
7093,6042
7094,1156
7094,7053
7095,3048
7095,5161
7096,1643
7096,6566
7099,1378
7099,6831
7103,2660
7103,5549
7104,2910
7104,5299
7106,1910
7106,6299
7107,358
7107,7851
7110,1308
7110,6901
7111,3909
7111,4300
7112,1417
7112,6792
7113,2677
7113,5532
7118,614
7118,7595
7119,813
7119,7396
7120,377
7120,7832
7121,1140
7121,7069
7122,1043
7122,7166
7123,558
7123,7651
7124,705
7124,7504
7125,3069
7125,5140
7126,2653
7126,5556
7130,281
7130,7928
7132,2458
7132,5751
7133,3781
7133,4428
7136,1664
7136,6545
7140,1185
7140,7024
7141,3542
7141,4667
7143,3571
7143,4638
7145,389
7145,7820
7146,2424
7146,5785
7150,2702
7150,5507
7151,3847
7151,4362
7153,3541
7153,4668
7155,3718
7155,4491
7157,3399
7157,4810
7159,3245
7159,4964
7161,1291
7161,6918
7162,790
7162,7419
7164,1972
7164,6237
7166,2518
7166,5691
7168,3970
7168,4239
7169,493
7169,7716
7171,953
7171,7256
7173,1856
7173,6353
7174,1662
7174,6547
7175,1471
7175,6738
7178,1797
7178,6412
7181,3595
7181,4614
7187,3468
7187,4741
7188,2055
7188,6154
7193,950
7193,7259
7195,2926
7195,5283
7196,1806
7196,6403
7197,202
7197,8007
7201,3875
7201,4334
7202,1450
7202,6759
7203,3549
7203,4660
7208,2985
7208,5224
7212,2137
7212,6072
7215,620
7215,7589
7216,1737
7216,6472
7218,1968
7218,6241
7219,2768
7219,5441
7220,567
7220,7642
7222,147
7222,8062
7226,830
7226,7379
7228,3804
7228,4405
7233,2617
7233,5592
7236,524
7236,7685
7237,2929
7237,5280
7238,3590
7238,4619
7240,2376
7240,5833
7242,3618
7242,4591
7243,3132
7243,5077
7244,309
7244,7900
7245,1231
7245,6978
7246,254
7246,7955
7247,3931
7247,4278
7248,2135
7248,6074
7250,2958
7250,5251
7251,3125
7251,5084
7253,3739
7253,4470
7255,872
7255,7337
